2.0 0.024338358458961474
3.0 0.01753768844221106
4.0 0.013685092127303183
5.0 0.010954773869346733
6.0 0.009095477386934671
7.0 0.007520938023450586
8.0 0.006549413735343385
9.0 0.005678391959798995
10.0 0.005025125628140703
11.0 0.004103852596314904
12.0 0.00319932998324958
13.0 0.002512562814070351
14.0 0.00204355108877722
15.0 0.0016080402010050245
16.0 0.0013902847571189273
17.0 9.045226130653262E-4
18.0 8.710217755443883E-4
19.0 5.862646566164154E-4
20.0 5.862646566164153E-4
21.0 3.1825795644891124E-4
22.0 2.847571189279732E-4
23.0 2.3450586264656622E-4
24.0 1.842546063651592E-4
25.0 2.512562814070352E-4
26.0 1.842546063651592E-4
27.0 2.847571189279732E-4
28.0 1.6750418760469015E-4
29.0 1.6750418760469018E-4
30.0 1.6750418760469015E-4
31.0 1.340033500837521E-4
