-10.0 -4.786949263243563 125.0
-9.806507823699631 -4.777274285903366 125.0
-9.579554749318627 -4.6719612922468325 125.0
-9.374893942545546 -4.4566923921245465 97.0
-9.370414816693971 -4.40549808980023 97.0
-9.145809167371837 -4.304965969830384 97.0
-8.984810471753779 -4.295967789343903 97.0
-8.780544239564264 -4.229123878924979 97.0
-8.629640586321548 -3.956701361182232 97.0
-8.263879546427805 -3.596874281138144 80.0
-8.130256504130422 -3.3478363319603175 73.0
-7.994570218748397 -3.162211853577083 73.0
-7.668908851063376 -2.8448543954134577 73.0
-7.558309904594889 -2.446734191659896 68.0
-7.4383264382226875 -2.3842114962123406 53.0
-7.202282615120309 -2.303070533351892 53.0
-7.074543991769671 -2.156982562297745 53.0
-7.018668759059294 -2.0912935677494833 53.0
-6.939711521549471 -1.7536450958779417 53.0
-6.663197175897891 -1.402871709329849 50.0
-6.450203175098589 -1.2820467246196083 37.0
-6.2590292271979155 -0.944624435314795 37.0
-6.062897183384387 -0.5612415606362917 37.0
-5.740924164075843 -0.2222673222192939 36.0
-5.6180208714542506 -0.01123849193951107 36.0
-5.254766848866905 0.38552380057960367 25.0
-4.865445956376391 0.5122182515240727 26.0
-4.518139286892023 0.5210386334116542 26.0
-4.147779302777632 0.7729199558283919 17.0
-3.8436870602035675 1.1431769157147238 17.0
-3.5530230851737468 1.1570849665817604 17.0
-3.4035696787775054 1.4845414767862517 10.0
-3.3569756788439697 1.8672064977965785 13.0
-3.045290643206109 1.9314917338378537 13.0
-2.825910812719917 2.124240404335974 13.0
-2.531678671486389 2.2912331989345884 13.0
-2.4184075697577625 2.38284546971152 8.0
-2.2457360344287225 2.538363104552426 13.0
-2.086507475240298 2.7899993707913118 13.0
-1.949482662677953 3.012418415281336 13.0
-1.7056472857787366 3.4062048296180802 13.0
-1.6898068742397545 3.792879517441711 20.0
-1.435057528277401 3.885673547292861 17.0
-1.178683998000163 4.033771581554421 17.0
-0.8005264994798371 4.202329366057995 17.0
-0.7149434629822722 4.421475076542104 17.0
-0.674608486340586 4.637207762297327 26.0
-0.3350531874466189 4.6516081586202125 25.0
-0.08050209517821716 4.834845044931189 25.0
0.04385328832040987 5.128875537395695 25.0
0.1600589697830475 5.31654874437695 25.0
0.2192557505947879 5.40259235718215 25.0
0.5024755009195188 5.432019675060858 26.0
