-10.0 -10.0 200.0
-10.0 -9.818181818181818 200.0
-10.0 -9.636363636363637 200.0
-10.0 -9.454545454545455 181.0
-10.0 -9.272727272727273 181.0
-10.0 -9.090909090909092 181.0
-10.0 -8.90909090909091 181.0
-10.0 -8.727272727272727 181.0
-10.0 -8.545454545454545 181.0
-10.0 -8.363636363636363 164.0
-10.0 -8.181818181818182 164.0
-10.0 -8.0 164.0
-10.0 -7.818181818181818 164.0
-10.0 -7.636363636363637 164.0
-10.0 -7.454545454545455 149.0
-10.0 -7.272727272727273 149.0
-10.0 -7.090909090909091 149.0
-10.0 -6.909090909090909 149.0
-10.0 -6.727272727272727 149.0
-10.0 -6.545454545454545 149.0
-10.0 -6.363636363636363 136.0
-10.0 -6.181818181818182 136.0
-10.0 -6.0 136.0
-10.0 -5.818181818181818 136.0
-10.0 -5.636363636363637 136.0
-10.0 -5.454545454545454 125.0
-10.0 -5.2727272727272725 125.0
-10.0 -5.090909090909091 125.0
-10.0 -4.909090909090909 125.0
-10.0 -4.7272727272727275 125.0
-10.0 -4.545454545454546 125.0
-10.0 -4.363636363636363 116.0
-10.0 -4.181818181818182 116.0
-10.0 -4.0 116.0
-10.0 -3.8181818181818183 116.0
-10.0 -3.6363636363636367 116.0
-10.0 -3.454545454545454 109.0
-10.0 -3.2727272727272725 109.0
-10.0 -3.090909090909091 109.0
-10.0 -2.909090909090909 109.0
-10.0 -2.7272727272727275 109.0
-10.0 -2.545454545454546 109.0
-10.0 -2.3636363636363633 104.0
-10.0 -2.1818181818181817 104.0
-10.0 -2.0 104.0
-10.0 -1.8181818181818183 104.0
-10.0 -1.6363636363636367 104.0
-10.0 -1.454545454545455 101.0
-10.0 -1.2727272727272734 101.0
-10.0 -1.0909090909090917 101.0
-10.0 -0.9090909090909083 101.0
-10.0 -0.7272727272727266 101.0
-10.0 -0.545454545454545 101.0
-10.0 -0.3636363636363633 100.0
-10.0 -0.18181818181818166 100.0
-10.0 0.0 100.0
-10.0 0.18181818181818166 100.0
-10.0 0.3636363636363633 100.0
-10.0 0.545454545454545 101.0
-10.0 0.7272727272727266 101.0
-10.0 0.9090909090909083 101.0
-10.0 1.0909090909090917 101.0
-10.0 1.2727272727272734 101.0
-10.0 1.454545454545455 101.0
-10.0 1.6363636363636367 104.0
-10.0 1.8181818181818183 104.0
-10.0 2.0 104.0
-10.0 2.1818181818181817 104.0
-10.0 2.3636363636363633 104.0
-10.0 2.545454545454545 109.0
-10.0 2.7272727272727266 109.0
-10.0 2.9090909090909083 109.0
-10.0 3.0909090909090917 109.0
-10.0 3.2727272727272734 109.0
-10.0 3.454545454545455 109.0
-10.0 3.6363636363636367 116.0
-10.0 3.8181818181818183 116.0
-10.0 4.0 116.0
-10.0 4.181818181818182 116.0
-10.0 4.363636363636363 116.0
-10.0 4.545454545454545 125.0
