2.0 0.9596147403685095
3.0 0.9638190954773869
4.0 0.9670351758793969
5.0 0.9696482412060299
6.0 0.9699162479061978
7.0 0.9729648241206029
8.0 0.9764991624790621
9.0 0.9759463986599666
10.0 0.9784087102177558
11.0 0.9801172529313233
12.0 0.9811892797319934
13.0 0.9805025125628141
14.0 0.9830150753768846
15.0 0.9842211055276381
16.0 0.9857788944723619
17.0 0.986130653266332
18.0 0.9861474036850921
19.0 0.9866834170854271
20.0 0.9880904522613067
21.0 0.9879061976549415
22.0 0.989497487437186
23.0 0.9901172529313234
24.0 0.9910385259631492
25.0 0.9914907872696818
26.0 0.9915242881072028
27.0 0.9934338358458962
28.0 0.9922278056951427
29.0 0.9933165829145729
30.0 0.9928810720268008
31.0 0.9936515912897824
