-100.0 -100.0 20000.0
-100.0 -90.0 18100.0
-100.0 -80.0 16400.0
-100.0 -70.0 14900.0
-100.0 -60.0 13600.0
-100.0 -50.0 12500.0
-100.0 -40.0 11600.0
-100.0 -30.0 10900.0
-100.0 -20.0 10400.0
-100.0 -10.0 10100.0
-100.0 0.0 10000.0
-100.0 10.0 10100.0
-100.0 20.0 10400.0
-100.0 30.0 10900.0
-100.0 40.0 11600.0
-100.0 50.0 12500.0
-100.0 60.0 13600.0
-100.0 70.0 14900.0
-100.0 80.0 16400.0
-100.0 90.0 18100.0
-100.0 100.0 20000.0

-90.0 -100.0 18100.0
-90.0 -90.0 16200.0
-90.0 -80.0 14500.0
-90.0 -70.0 13000.0
-90.0 -60.0 11700.0
-90.0 -50.0 10600.0
-90.0 -40.0 9700.0
-90.0 -30.0 9000.0
-90.0 -20.0 8500.0
-90.0 -10.0 8200.0
-90.0 0.0 8100.0
-90.0 10.0 8200.0
-90.0 20.0 8500.0
-90.0 30.0 9000.0
-90.0 40.0 9700.0
-90.0 50.0 10600.0
-90.0 60.0 11700.0
-90.0 70.0 13000.0
-90.0 80.0 14500.0
-90.0 90.0 16200.0
-90.0 100.0 18100.0

-80.0 -100.0 16400.0
-80.0 -90.0 14500.0
-80.0 -80.0 12800.0
-80.0 -70.0 11300.0
-80.0 -60.0 10000.0
-80.0 -50.0 8900.0
-80.0 -40.0 8000.0
-80.0 -30.0 7300.0
-80.0 -20.0 6800.0
-80.0 -10.0 6500.0
-80.0 0.0 6400.0
-80.0 10.0 6500.0
-80.0 20.0 6800.0
-80.0 30.0 7300.0
-80.0 40.0 8000.0
-80.0 50.0 8900.0
-80.0 60.0 10000.0
-80.0 70.0 11300.0
-80.0 80.0 12800.0
-80.0 90.0 14500.0
-80.0 100.0 16400.0

-70.0 -100.0 14900.0
-70.0 -90.0 13000.0
-70.0 -80.0 11300.0
-70.0 -70.0 9800.0
-70.0 -60.0 8500.0
-70.0 -50.0 7400.0
-70.0 -40.0 6500.0
-70.0 -30.0 5800.0
-70.0 -20.0 5300.0
-70.0 -10.0 5000.0
-70.0 0.0 4900.0
-70.0 10.0 5000.0
-70.0 20.0 5300.0
-70.0 30.0 5800.0
-70.0 40.0 6500.0
-70.0 50.0 7400.0
